N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,14:56:27.796,37103,40985,43885,36747,38534,957,994,958,2179,986,1768,1459,1430,1495,1529,1434,517,494,479,438,459,463,428,442,40.0
N_06-27-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,B4 temp.
579,17:38:25.409,955,992,958,2179,987,1771,1465,1430,1495,1529,1435,517,493,478,440,460,463,428,445,40.0
580,17:38:29.881,955,994,957,2179,984,6,1463,1431,1494,1526,1431,514,493,479,443,460,466,427,445,40.0
581,17:38:36.927,955,991,958,2178,987,7,1462,1433,1495,1529,1437,516,496,479,438,459,463,424,446,40.0
582,17:38:41.427,956,990,958,2178,986,1772,1462,1431,1496,1530,1432,517,492,476,439,458,464,429,445,40.0
583,17:38:45.977,958,992,958,2180,987,8,1463,1432,1497,1530,1435,516,493,478,440,462,462,428,445,40.0
584,17:38:50.388,957,993,959,2179,986,9,1462,1431,1493,1528,1434,516,495,480,438,460,464,429,445,40.0
585,17:38:54.828,957,991,959,2179,986,1769,1462,1432,1495,1528,1434,516,494,479,440,461,464,424,449,40.0
586,17:38:59.226,958,992,960,2178,987,7,1462,1431,1496,1528,1431,516,492,478,437,458,463,427,447,40.0
587,17:39:03.648,955,992,960,2179,987,186,1464,1430,1497,1527,1433,517,493,477,441,459,463,426,443,40.0
588,17:39:08.107,956,993,959,2178,986,10,1461,1430,1494,1528,1433,516,494,480,442,459,463,425,447,40.0
589,17:39:12.470,957,994,961,2179,987,1784,1460,1432,1494,1528,1434,517,494,477,440,461,462,427,443,40.0
590,17:39:16.906,956,994,961,2178,983,9,1460,1430,1497,1532,1435,515,494,478,440,460,463,428,445,40.0
591,17:39:24.007,957,993,956,2179,989,6,1461,1430,1495,1528,1435,515,493,480,440,457,461,424,450,40.0
592,17:39:28.621,955,992,956,2178,986,1768,1464,1432,1495,1527,1435,514,494,477,441,459,463,427,442,40.0
593,17:39:33.146,955,992,959,2180,985,7,1462,1434,1494,1529,1434,514,492,477,439,459,463,429,444,40.0
594,17:39:37.639,957,993,959,2178,987,1779,1463,1430,1496,1528,1435,515,494,477,441,457,465,429,447,40.0
595,17:39:42.052,956,993,959,2178,986,4,1460,1432,1494,1528,1435,515,494,478,437,461,462,428,445,40.0
596,17:39:46.465,958,994,958,2178,988,17,1463,1430,1494,1530,1436,518,492,480,440,461,463,425,446,40.0
597,17:39:50.889,956,992,957,2182,987,1771,1463,1430,1496,1529,1436,518,492,477,438,460,465,425,442,40.0
598,17:39:55.287,956,994,957,2180,986,9,1464,1432,1493,1532,1434,517,492,480,440,457,465,425,445,40.0
599,17:39:59.709,956,993,960,2180,984,1759,1462,1430,1495,1528,1432,514,493,479,439,459,462,424,442,40.0
600,17:40:04.108,957,994,957,2180,986,11,1463,1431,1493,1527,1435,517,494,478,438,458,463,425,445,40.0
601,17:40:11.170,957,990,958,2180,986,11,1462,1433,1493,1529,1438,518,493,480,438,462,462,426,448,40.0
602,17:40:15.598,957,995,960,2180,985,1769,1465,1431,1495,1528,1431,518,494,481,440,461,468,424,445,40.0
603,17:40:19.968,956,995,957,2179,985,9,1462,1430,1494,1530,1433,517,495,478,442,461,464,423,447,40.0
604,17:40:24.387,956,994,958,2180,986,50,1461,1428,1496,1527,1436,516,495,479,438,460,462,426,445,40.0
605,17:40:28.828,957,995,960,2179,986,1770,1463,1433,1494,1530,1434,514,493,479,439,459,465,426,447,40.0
606,17:40:33.210,954,994,957,2181,985,10,1462,1430,1494,1530,1434,518,494,479,442,463,457,424,442,40.0
607,17:40:37.666,957,992,956,2180,986,1771,1461,1431,1493,1529,1435,518,492,478,441,463,454,428,445,40.0
608,17:40:42.066,955,992,960,2181,987,8,1460,1430,1498,1527,1437,516,494,477,439,463,456,426,450,40.0
609,17:40:46.488,957,993,959,2180,984,1770,1460,1433,1495,1530,1437,518,492,477,437,459,454,425,448,40.0
610,17:40:50.988,957,995,961,2180,986,7,1461,1432,1491,1528,1437,515,493,476,441,458,457,427,447,40.0
611,17:40:58.063,956,992,958,2183,987,9,1463,1430,1492,1527,1435,517,494,477,441,462,458,426,446,40.0
612,17:41:02.508,957,997,958,2180,986,1767,1463,1431,1496,1529,1436,514,496,479,439,458,459,430,444,40.0
613,17:41:06.887,956,996,961,2181,984,8,1462,1429,1493,1529,1434,517,493,477,438,461,460,428,449,40.0
614,17:41:11.751,958,993,958,2183,986,1770,1461,1431,1493,1527,1434,519,493,479,437,462,458,429,447,40.0
615,17:41:16.188,957,992,960,2180,989,8,1459,1432,1492,1529,1435,517,493,480,440,458,461,427,446,40.0
616,17:41:21.509,956,993,961,2183,987,28,1460,1428,1493,1530,1436,515,493,478,440,461,459,427,447,40.0
617,17:41:26.151,957,994,959,2182,984,1768,1461,1429,1495,1529,1434,516,491,478,437,459,459,426,443,40.0
618,17:41:31.128,957,993,961,2183,984,1770,1462,1430,1495,1528,1437,514,492,478,440,461,461,425,443,41.0
619,17:41:35.770,959,993,959,2181,984,5,1461,1431,1495,1530,1437,514,495,477,441,461,462,428,447,41.0
620,17:41:40.676,958,993,960,2181,986,1768,1459,1432,1492,1529,1436,518,492,479,441,462,460,428,445,41.0
621,17:41:47.886,958,992,960,2179,986,10,1460,1430,1493,1529,1438,514,493,477,441,462,463,423,445,41.0
622,17:41:52.289,957,993,959,2180,986,1777,1463,1430,1495,1531,1434,518,493,478,439,457,463,426,442,41.0
623,17:41:56.988,959,992,960,2181,987,10,1464,1433,1492,1528,1435,517,494,477,442,462,462,429,446,41.0
624,17:42:01.368,958,995,958,2181,987,1780,1462,1429,1491,1529,1435,516,493,480,443,460,464,430,448,41.0
625,17:42:05.749,958,993,959,2181,986,9,1462,1430,1493,1527,1436,516,495,480,442,462,462,427,446,41.0
626,17:42:10.406,957,994,958,2180,983,1769,1462,1430,1492,1528,1436,516,493,479,441,460,464,426,449,41.0
627,17:42:14.925,956,992,961,2183,986,1772,1463,1431,1494,1528,1436,516,493,478,440,462,462,426,444,41.0
628,17:42:19.496,959,994,959,2180,986,9,1463,1427,1493,1526,1436,518,493,478,440,461,459,427,446,41.0
629,17:42:24.136,958,993,961,2181,983,1778,1463,1428,1493,1530,1436,515,496,479,438,457,462,425,444,41.0
630,17:42:28.706,957,996,962,2181,985,8,1461,1431,1492,1530,1438,518,496,478,437,460,461,427,445,41.0
631,17:42:35.947,957,997,958,2182,986,9,1462,1429,1493,1529,1436,519,493,478,441,459,463,426,445,41.0
632,17:42:40.386,958,993,960,2183,986,11,1462,1431,1494,1529,1437,517,495,478,438,459,467,426,447,41.0
633,17:42:45.009,957,993,957,2183,986,1768,1462,1431,1492,1529,1435,514,494,480,441,458,464,427,447,41.0
634,17:42:49.827,955,992,960,2182,986,6,1463,1432,1492,1528,1437,516,492,479,441,461,465,425,449,41.0
635,17:42:54.307,956,994,959,2181,986,1770,1463,1430,1493,1527,1437,517,496,479,441,461,463,427,447,41.0
636,17:42:58.847,956,994,961,2180,984,7,1459,1431,1495,1530,1435,517,493,479,444,460,463,430,448,41.0
637,17:43:03.338,958,992,960,2183,986,1771,1461,1431,1492,1529,1436,514,494,477,441,462,465,427,442,41.0
638,17:43:07.787,960,993,960,2182,987,7,1459,1431,1492,1528,1437,516,492,478,438,463,463,428,444,41.0
639,17:43:12.146,956,994,958,2180,984,54,1463,1430,1494,1529,1436,516,492,481,440,462,462,426,446,41.0
640,17:43:17.010,957,994,958,2181,986,12,1463,1431,1495,1527,1438,514,494,480,439,460,463,427,443,41.0
641,17:43:24.546,957,995,957,2182,986,8,1461,1433,1497,1530,1435,516,496,480,442,461,466,423,444,41.0
642,17:43:29.052,961,994,958,2183,984,1768,1462,1429,1494,1528,1437,514,494,478,439,461,463,425,444,41.0
643,17:43:33.750,957,993,960,2181,986,7,1462,1429,1495,1530,1435,518,495,479,439,463,464,426,444,41.0
644,17:43:40.513,957,991,959,2183,986,1778,1460,1428,1494,1529,1436,516,492,477,439,458,464,427,445,41.0
645,17:43:45.909,959,995,959,2183,984,8,1460,1429,1493,1531,1438,515,491,479,439,460,466,427,442,41.0
646,17:43:50.589,957,992,959,2181,987,1769,1459,1432,1494,1527,1437,517,495,479,440,459,463,426,447,41.0
647,17:43:55.071,958,996,958,2183,986,7,1462,1430,1494,1529,1436,515,495,481,440,461,461,427,447,41.0
648,17:43:59.667,959,996,958,2184,985,34,1463,1429,1494,1530,1437,514,495,480,440,463,466,426,449,41.0
649,17:44:04.287,960,991,959,2182,987,1771,1462,1430,1494,1529,1437,514,494,479,441,460,463,426,447,41.0
650,17:44:09.068,955,994,959,2182,985,1769,1461,1429,1496,1529,1436,517,492,479,441,461,462,427,446,41.0
651,17:44:17.187,957,994,958,2183,985,10,1463,1432,1493,1530,1435,516,494,479,437,461,463,428,445,41.0
652,17:44:21.665,958,994,959,2183,984,1774,1464,1432,1494,1526,1437,516,492,479,441,461,464,426,447,41.0
653,17:44:26.216,957,991,958,2182,984,10,1461,1429,1493,1527,1436,515,492,477,440,463,463,427,444,41.0
654,17:44:30.902,959,993,959,2183,985,1769,1463,1433,1494,1530,1435,518,496,479,439,458,467,428,448,41.0
655,17:44:35.610,957,993,957,2180,985,8,1463,1429,1494,1528,1435,514,495,480,441,462,466,426,446,41.0
656,17:44:40.712,958,995,960,2178,984,1781,1462,1429,1494,1530,1436,515,493,477,437,462,466,428,446,41.0
657,17:44:45.883,958,992,959,2180,986,18,1460,1430,1494,1530,1438,515,493,477,438,460,466,427,445,41.0
658,17:44:50.768,957,992,958,2182,984,1773,1463,1429,1494,1529,1435,516,495,478,441,461,466,427,446,41.0
659,17:44:55.567,955,993,959,2180,986,7,1459,1431,1495,1532,1434,518,496,479,439,457,463,425,446,41.0
660,17:45:00.933,959,996,961,2181,988,1770,1459,1433,1496,1529,1437,516,495,479,438,462,462,427,446,41.0
661,17:45:09.237,957,993,962,2180,985,9,1464,1430,1494,1528,1435,514,495,476,440,461,466,424,442,41.0
662,17:45:14.075,959,991,957,2179,986,275,1465,1434,1494,1530,1434,515,495,479,438,462,466,429,447,41.0
663,17:45:19.929,958,996,960,2182,985,1769,1463,1428,1492,1530,1434,518,494,479,439,460,466,428,444,41.0
664,17:45:24.667,957,992,959,2179,985,9,1461,1432,1493,1530,1437,515,492,480,440,464,464,426,447,41.0
665,17:45:29.575,957,995,960,2182,985,1773,1462,1432,1493,1532,1431,518,496,480,437,462,465,426,446,41.0
666,17:45:34.006,957,994,958,2181,986,8,1461,1430,1495,1531,1435,516,492,480,438,460,464,427,446,41.0
667,17:45:38.787,958,992,960,2180,987,1769,1461,1432,1493,1529,1432,514,496,479,441,461,465,426,442,41.0
668,17:45:43.485,957,995,957,2183,987,9,1463,1430,1493,1530,1430,515,492,478,440,461,463,427,446,41.0
669,17:45:48.178,960,992,956,2182,983,1779,1460,1432,1495,1531,1435,515,494,478,441,458,464,426,446,41.0
670,17:45:53.227,959,992,960,2180,986,9,1460,1430,1492,1530,1431,514,495,479,440,459,465,427,443,41.0
671,17:46:01.226,956,993,958,2184,985,9,1462,1432,1494,1530,1438,517,492,480,441,460,466,426,442,41.0
672,17:46:06.258,956,994,958,2183,984,1767,1461,1432,1495,1529,1434,517,495,479,438,463,463,428,447,41.0
673,17:46:11.131,956,992,960,2183,985,1771,1463,1429,1493,1530,1435,516,492,478,440,462,467,426,444,41.0
674,17:46:16.105,955,993,959,2183,985,7,1463,1431,1494,1527,1435,517,494,476,441,461,468,427,446,41.0
675,17:46:20.890,960,995,960,2181,985,14,1463,1432,1494,1530,1434,516,491,479,438,459,464,427,446,41.0
676,17:46:25.647,957,993,959,2181,986,65,1462,1431,1497,1531,1433,515,493,479,443,459,465,425,443,41.0
677,17:46:30.389,959,994,958,2184,984,11,1464,1432,1494,1530,1432,518,495,479,442,462,466,428,446,41.0
678,17:46:36.832,956,993,958,2183,987,1771,1461,1433,1493,1531,1435,518,495,476,440,458,465,429,444,41.0
679,17:46:41.536,957,992,958,2183,987,22,1462,1433,1493,1529,1433,515,497,480,440,461,465,426,447,41.0
680,17:46:46.135,954,991,960,2180,986,1771,1462,1432,1494,1528,1432,517,494,480,438,460,463,427,447,41.0
681,17:46:53.531,959,992,958,2181,987,9,1462,1430,1494,1528,1435,516,493,479,439,461,465,425,445,41.0
682,17:46:59.948,957,996,959,2182,986,1776,1464,1432,1494,1530,1437,515,491,477,442,462,465,427,444,41.0
683,17:47:04.589,960,993,959,2180,987,8,1460,1429,1494,1529,1434,517,491,482,441,461,466,426,448,41.0
684,17:47:09.313,957,994,958,2182,984,1778,1460,1430,1492,1526,1436,515,496,476,437,457,464,425,446,41.0
685,17:47:15.784,956,994,960,2181,985,7,1462,1430,1493,1529,1434,516,493,479,439,459,465,427,446,41.0
686,17:47:20.427,957,995,958,2181,983,1783,1461,1432,1495,1527,1434,515,495,476,441,462,461,427,444,41.0
687,17:47:25.054,957,993,957,2180,985,7,1459,1430,1494,1529,1432,515,491,480,441,463,464,423,446,41.0
688,17:47:31.686,960,991,956,2183,985,1769,1462,1434,1493,1530,1433,517,492,476,439,462,462,426,446,41.0
689,17:47:36.709,959,993,960,2180,985,25,1460,1430,1492,1529,1434,514,494,477,441,458,466,426,446,41.0
690,17:47:41.690,959,993,960,2181,986,1769,1462,1429,1493,1530,1432,515,493,480,438,463,464,426,446,41.0
691,17:47:49.070,959,991,958,2182,988,26,1461,1429,1494,1528,1436,518,494,477,438,462,462,426,444,41.0
692,17:47:53.827,959,994,960,2182,983,1770,1464,1431,1494,1527,1436,517,495,477,438,462,465,426,448,41.0
693,17:47:58.746,958,992,958,2182,987,1767,1461,1430,1492,1527,1434,516,495,479,440,462,468,426,447,41.0
694,17:48:03.767,957,991,958,2183,983,1769,1463,1432,1493,1526,1436,515,492,479,440,462,462,426,442,41.0
695,17:48:08.731,957,993,958,2183,985,29,1462,1430,1494,1529,1436,517,494,479,438,461,464,427,446,41.0
696,17:48:13.666,957,995,959,2181,986,1770,1460,1430,1494,1530,1436,518,491,477,438,462,462,423,445,41.0
697,17:48:18.533,957,993,960,2183,985,13,1461,1430,1494,1529,1435,515,495,476,439,462,462,425,443,41.0
698,17:48:23.048,959,992,960,2180,985,1770,1459,1429,1493,1529,1436,518,495,477,439,458,462,425,444,41.0
699,17:48:27.388,957,992,959,2182,986,13,1459,1431,1494,1529,1436,518,494,478,440,461,462,429,446,41.0
700,17:48:31.907,960,992,958,2183,985,1772,1459,1429,1492,1529,1436,517,495,478,440,461,464,428,448,41.0
701,17:48:38.849,958,993,958,2181,989,22,1463,1430,1494,1530,1434,515,494,477,444,459,467,423,445,41.0
702,17:48:43.387,955,994,957,2181,985,1773,1460,1431,1494,1530,1438,517,494,478,441,461,466,430,445,41.0
703,17:48:47.786,956,995,960,2182,986,11,1462,1433,1492,1528,1437,518,496,478,440,461,467,427,450,41.0
704,17:48:52.109,957,993,961,2181,984,1771,1460,1431,1492,1529,1435,517,492,480,440,462,463,427,450,41.0
705,17:48:56.448,959,995,957,2183,987,10,1462,1430,1494,1528,1436,517,494,480,439,460,465,427,447,41.0
706,17:49:00.846,959,995,959,2182,986,1771,1461,1429,1494,1530,1432,515,491,477,439,462,462,428,447,41.0
707,17:49:05.247,957,995,957,2180,985,1769,1461,1430,1492,1527,1436,514,496,480,441,461,466,424,446,41.0
708,17:49:09.587,957,993,959,2183,985,10,1460,1431,1491,1529,1435,516,495,477,440,461,462,426,445,41.0
709,17:49:14.225,958,993,961,2182,987,1770,1461,1431,1495,1529,1435,516,494,478,440,462,463,424,444,41.0
710,17:49:18.926,957,992,959,2180,984,10,1462,1433,1494,1529,1435,515,492,477,441,462,462,428,447,41.0
711,17:49:26.287,957,996,959,2181,986,1769,1458,1430,1493,1530,1432,517,492,479,438,459,461,426,444,41.0
712,17:49:30.744,957,993,959,2182,986,1772,1463,1430,1493,1530,1432,516,494,479,437,461,465,426,445,41.0
713,17:49:35.187,958,993,960,2182,987,12,1462,1429,1492,1529,1434,516,494,478,441,459,465,425,444,41.0
714,17:49:39.654,958,994,960,2183,986,1768,1461,1431,1493,1527,1433,514,495,479,440,461,465,427,447,41.0
715,17:49:44.084,959,993,958,2182,987,10,1461,1430,1493,1529,1433,514,493,477,438,458,463,424,448,41.0
716,17:49:48.488,957,993,959,2183,985,1772,1461,1428,1494,1526,1432,517,497,478,440,462,463,425,446,41.0
717,17:49:52.887,957,991,959,2183,985,10,1460,1430,1492,1530,1432,517,495,479,438,461,462,427,449,41.0
718,17:49:57.287,958,993,959,2180,984,1771,1464,1431,1496,1530,1431,516,496,481,438,463,465,425,448,41.0
719,17:50:01.689,960,992,959,2183,987,11,1464,1430,1493,1528,1433,514,496,477,441,463,464,426,445,41.0
720,17:50:06.167,959,992,957,2182,985,1770,1462,1433,1495,1528,1432,515,492,478,442,462,463,428,446,41.0
721,17:50:13.306,958,993,957,2184,987,10,1460,1429,1493,1529,1434,517,491,477,439,460,464,429,445,41.0
722,17:50:17.764,957,993,957,2183,986,1769,1464,1430,1496,1527,1437,514,495,479,444,462,465,426,446,41.0
723,17:50:22.347,955,994,959,2180,986,12,1462,1432,1495,1534,1436,514,493,479,442,459,466,427,444,41.0
724,17:50:26.926,956,993,958,2183,985,1770,1464,1430,1492,1528,1434,516,494,476,441,463,462,427,444,41.0
725,17:50:31.568,957,994,960,2180,985,10,1464,1429,1491,1529,1434,518,494,479,439,463,463,426,447,41.0
726,17:50:35.947,958,993,959,2180,985,1772,1461,1430,1493,1529,1433,517,491,480,438,462,462,425,446,41.0
727,17:50:41.468,958,995,961,2182,985,12,1464,1430,1494,1531,1432,514,495,478,440,460,464,427,448,41.0
728,17:50:45.898,959,993,960,2181,986,1772,1461,1429,1492,1532,1432,515,491,479,440,463,464,427,448,41.0
729,17:50:50.298,958,996,959,2180,983,21,1462,1431,1493,1529,1433,518,492,476,437,458,467,426,445,41.0
730,17:50:54.666,957,994,957,2183,986,1772,1462,1431,1493,1530,1432,517,494,479,442,461,462,427,445,41.0
731,17:51:01.707,957,993,958,2183,988,1768,1463,1432,1491,1531,1435,517,493,480,441,462,465,423,443,41.0
732,17:51:06.126,957,996,960,2183,985,10,1461,1429,1492,1530,1437,516,492,477,440,462,463,426,445,41.0
733,17:51:10.568,959,993,959,2183,986,1770,1460,1431,1495,1532,1437,515,493,477,441,458,465,427,444,41.0
734,17:51:14.928,957,996,960,2183,983,10,1461,1433,1494,1531,1436,516,495,477,442,463,462,427,447,41.0
735,17:51:19.345,957,995,959,2181,987,1769,1460,1429,1493,1531,1436,515,496,480,442,461,461,428,445,41.0
736,17:51:23.947,958,995,960,2180,987,10,1461,1430,1495,1532,1437,515,495,479,441,461,464,428,446,41.0
737,17:51:28.308,959,991,960,2184,986,1770,1463,1429,1496,1531,1437,514,494,478,438,459,464,426,446,41.0
738,17:51:32.650,956,994,960,2181,985,10,1461,1434,1495,1529,1437,517,495,479,438,458,468,430,448,41.0
739,17:51:37.106,957,993,960,2184,984,1768,1464,1430,1494,1529,1434,518,495,479,438,460,463,428,444,41.0
740,17:51:41.426,956,995,959,2183,986,10,1462,1428,1493,1530,1437,514,492,476,440,458,462,427,447,41.0
741,17:51:48.588,958,992,958,2179,987,13,1463,1428,1492,1530,1436,515,494,480,439,457,465,423,444,41.0
742,17:51:53.027,956,994,958,2180,985,1771,1464,1431,1495,1529,1435,516,492,479,440,458,464,427,445,41.0
743,17:51:57.387,958,993,960,2182,985,11,1461,1429,1495,1528,1437,514,495,479,440,460,465,427,445,41.0
744,17:52:01.974,956,994,959,2183,984,1770,1462,1433,1491,1527,1437,515,496,478,437,461,464,427,445,41.0
745,17:52:08.449,955,993,959,2181,985,10,1459,1428,1493,1530,1433,517,495,478,440,463,465,429,447,41.0
746,17:52:13.116,958,993,959,2179,986,1771,1464,1431,1493,1528,1434,515,494,480,438,458,462,426,444,41.0
747,17:52:17.566,957,992,959,2181,986,10,1461,1428,1494,1529,1432,514,493,479,441,463,465,426,446,41.0
748,17:52:22.068,957,993,963,2183,985,1770,1462,1430,1494,1529,1432,511,494,479,438,460,466,424,448,41.0
749,17:52:26.528,957,995,960,2181,986,11,1463,1433,1493,1529,1432,514,492,480,439,461,463,427,445,41.0
750,17:52:31.167,959,994,957,2142,987,1770,1460,1429,1492,1529,1434,509,492,479,440,463,464,426,448,41.0
751,17:52:38.566,958,993,958,2181,988,13,1462,1434,1496,1528,1435,514,495,480,439,461,465,426,447,41.0
752,17:52:43.118,958,992,960,2179,986,1770,1460,1430,1495,1528,1435,515,495,477,437,460,465,424,444,41.0
753,17:52:47.596,957,993,958,2183,984,12,1461,1431,1495,1531,1435,515,496,478,440,460,463,426,444,41.0
754,17:52:52.272,955,993,961,2183,986,1769,1460,1429,1491,1531,1437,518,495,478,438,462,464,430,442,41.0
755,17:52:56.972,958,994,959,2183,987,12,1460,1427,1494,1529,1437,518,493,480,441,459,466,426,446,41.0
756,17:53:02.473,958,996,961,2183,985,1770,1460,1432,1493,1530,1437,516,493,477,440,457,463,422,447,41.0
757,17:53:08.051,958,993,958,2183,984,10,1462,1432,1494,1530,1433,516,496,479,440,461,463,426,447,41.0
758,17:53:13.138,958,993,958,2183,987,17,1461,1429,1493,1530,1436,515,492,477,442,460,464,430,443,41.0
759,17:53:18.301,957,993,959,2180,987,1772,1461,1428,1493,1528,1436,517,492,479,439,458,462,427,445,41.0
760,17:53:23.565,957,996,959,2183,986,9,1460,1431,1494,1529,1437,514,494,478,440,463,466,428,443,41.0
761,17:53:31.508,957,995,959,2183,989,10,1463,1430,1494,1526,1435,514,491,477,440,457,462,424,448,41.0
762,17:53:35.989,957,992,961,2183,984,1770,1460,1431,1493,1531,1437,515,493,479,440,459,463,423,448,41.0
763,17:53:40.385,957,996,959,2183,985,11,1464,1427,1494,1529,1436,515,496,480,440,464,463,426,443,41.0
764,17:53:44.766,958,994,960,2182,985,1769,1463,1431,1494,1529,1437,517,494,479,440,460,465,430,446,41.0
765,17:53:49.393,957,993,958,2182,985,13,1462,1431,1495,1532,1436,515,492,478,441,460,465,424,443,41.0
766,17:53:53.987,956,991,959,2183,985,1770,1461,1430,1493,1530,1436,515,496,480,441,458,463,427,443,41.0
767,17:54:00.069,957,993,958,2183,985,1771,1462,1432,1496,1530,1436,516,494,480,441,462,464,426,445,41.0
768,17:54:05.388,956,993,960,2183,984,9,1462,1432,1495,1531,1435,517,493,477,439,463,461,427,449,41.0
769,17:54:09.975,957,992,960,2182,986,1771,1462,1431,1496,1529,1438,515,495,480,441,458,465,429,444,41.0
770,17:54:14.927,958,993,958,2182,985,9,1462,1433,1495,1532,1436,514,495,480,439,461,461,425,444,41.0
771,17:54:22.267,955,995,959,2183,987,13,1462,1431,1494,1530,1437,517,493,478,441,457,465,423,445,41.0
772,17:54:26.927,959,993,960,2183,984,57,1459,1433,1497,1529,1438,515,495,483,438,459,465,427,446,41.0
773,17:54:31.688,955,994,958,2182,984,1767,1460,1431,1492,1528,1438,518,493,476,437,457,464,427,446,41.0
774,17:54:36.107,955,993,959,2180,987,9,1462,1428,1495,1528,1437,516,497,479,438,462,464,425,445,41.0
775,17:54:40.706,958,992,957,2179,985,1770,1462,1431,1492,1529,1437,515,495,478,439,461,465,425,445,41.0
776,17:54:46.909,955,996,959,2182,985,9,1463,1430,1492,1530,1437,516,495,479,438,462,462,426,446,41.0
777,17:54:52.595,958,992,960,2183,986,1773,1463,1429,1491,1530,1435,516,494,477,439,462,465,427,444,41.0
778,17:54:57.870,959,994,960,2180,984,10,1463,1430,1494,1527,1438,514,495,478,441,458,463,425,446,41.0
779,17:55:03.167,956,993,959,2181,986,1772,1462,1429,1493,1529,1435,514,494,477,437,462,462,425,445,41.0
780,17:55:08.732,957,992,960,2183,984,11,1459,1433,1494,1529,1436,515,494,479,440,460,464,426,447,41.0
781,17:55:16.715,956,992,958,2183,989,14,1461,1430,1497,1527,1436,517,492,478,438,463,464,426,443,41.0
782,17:55:23.266,959,994,962,2181,988,1769,1463,1433,1492,1529,1434,514,496,478,439,459,465,426,446,41.0
783,17:55:28.716,956,994,958,2183,987,11,1464,1429,1493,1530,1435,515,492,479,438,459,464,427,446,41.0
784,17:55:33.499,955,995,957,2181,986,1771,1462,1433,1491,1528,1438,518,496,480,437,457,463,427,446,41.0
785,17:55:38.426,957,995,959,2182,984,1770,1459,1430,1492,1529,1434,517,494,477,438,460,464,427,447,41.0
786,17:55:43.284,958,995,958,2183,984,11,1462,1432,1492,1527,1437,515,495,476,441,462,464,426,447,41.0
787,17:55:48.392,958,994,957,2184,987,1768,1461,1432,1495,1526,1435,515,496,479,442,462,465,425,446,41.0
788,17:55:53.264,959,994,959,2183,985,10,1460,1431,1493,1530,1437,515,493,479,440,461,463,426,444,41.0
789,17:55:58.385,957,994,958,2179,988,1767,1462,1431,1496,1528,1437,514,496,479,437,461,463,427,446,41.0
790,17:56:05.088,958,995,959,2182,986,12,1461,1430,1493,1530,1435,516,493,478,440,460,465,426,447,41.0
791,17:56:12.804,957,992,957,2183,988,10,1461,1431,1494,1530,1438,517,495,479,440,460,464,426,445,41.0
792,17:56:17.733,958,994,959,2181,985,17,1462,1429,1496,1528,1435,515,493,479,440,458,465,427,444,41.0
793,17:56:22.555,958,992,956,2179,985,1767,1463,1430,1495,1529,1438,516,495,478,440,462,464,427,446,41.0
794,17:56:27.699,958,994,958,2180,986,11,1463,1430,1492,1531,1434,517,495,480,441,462,463,427,446,41.0
795,17:56:32.788,959,993,957,2144,986,1770,1465,1430,1495,1528,1435,516,492,479,440,461,465,427,444,41.0
796,17:56:37.682,958,995,960,2143,987,11,1462,1433,1495,1529,1437,514,495,479,441,462,462,427,444,41.0
797,17:56:42.516,960,994,959,2142,988,1770,1464,1431,1495,1527,1432,514,495,483,444,460,465,426,444,41.0
798,17:56:47.586,957,994,960,2160,984,10,1462,1430,1493,1531,1434,518,494,478,441,462,464,426,449,41.0
799,17:56:52.486,957,993,958,2141,984,1771,1462,1430,1495,1526,1433,515,496,480,438,461,465,429,447,41.0
800,17:56:57.184,957,995,960,2141,987,10,1460,1431,1494,1529,1433,516,496,481,439,461,462,427,447,41.0
801,17:57:04.448,958,995,958,2179,987,14,1462,1432,1496,1527,1437,518,491,479,438,461,464,423,443,41.0
802,17:57:09.341,959,995,958,2183,987,1769,1461,1430,1494,1532,1437,516,494,480,442,459,463,428,446,41.0
803,17:57:14.135,958,994,959,2181,985,19,1463,1430,1493,1531,1438,513,491,478,437,457,464,427,442,41.0
804,17:57:19.151,958,992,960,2181,984,1766,1462,1429,1493,1530,1437,425,495,476,441,462,465,426,446,41.0
805,17:57:23.970,957,993,959,2181,985,29,1464,1429,1494,1532,1436,516,492,478,440,462,461,426,446,41.0
806,17:57:29.658,959,992,960,2182,987,1770,1462,1431,1495,1533,1436,515,494,476,441,462,463,426,450,41.0
807,17:57:35.015,956,992,959,2183,986,1772,1460,1430,1493,1533,1437,517,494,479,440,458,466,427,447,41.0
808,17:57:39.868,958,994,959,2183,988,12,1461,1432,1493,1529,1434,517,494,479,438,461,464,428,447,41.0
809,17:57:44.523,958,992,959,2180,988,1772,1463,1430,1492,1532,1438,515,495,479,440,460,465,428,446,41.0
810,17:57:49.067,957,992,958,2180,985,12,1464,1429,1493,1529,1433,514,494,479,439,459,465,430,445,41.0
811,17:57:57.206,958,993,956,2179,988,11,1463,1432,1493,1529,1435,517,496,479,442,463,461,426,442,41.0
812,17:58:01.785,958,993,958,2181,983,1768,1462,1430,1493,1528,1434,517,496,481,440,461,464,429,443,41.0
