N_08-06-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,15:16:34.372,39740,38838,40571,39835,40690,1035,0,936,1131,1118,1536,1564,1530,1501,1584,1599,390,365,374,410,329,320,319,344,27.0
N_08-08-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
17123,05:28:15.109,40441,39592,41237,40717,41647,1034,1949,935,1130,1116,1534,1563,1530,1500,1583,1600,41.0
17124,05:28:17.527,40422,39864,41204,40753,41547,1035,1949,936,1132,1118,1534,1563,1529,1499,1586,1601,41.0
17125,05:28:19.825,40504,39765,41268,40700,41623,1033,1951,937,1132,1116,1535,1561,1531,1500,1584,1601,41.0
17126,05:28:22.168,40511,39574,41164,40750,41570,1036,1950,936,1135,1118,1535,1562,1529,1502,1583,1602,41.0
17127,05:28:24.527,40445,39657,41223,40803,41502,1034,1949,935,1133,1118,1532,1560,1531,1501,1583,1600,41.0
17128,05:28:26.906,40419,39744,41307,40831,41784,1035,1950,936,1135,1115,1533,1562,1531,1501,1584,1600,41.0
17129,05:28:29.150,40256,39663,41109,40740,41640,1033,1950,935,1135,1114,1536,1563,1530,1499,1584,1600,41.0
17130,05:28:31.476,40468,39654,41185,40687,41641,1036,1950,937,1134,1118,1535,1563,1532,1502,1583,1599,41.0
17131,05:28:36.220,40468,39570,41218,40938,41615,1033,1950,935,1132,1116,1533,1562,1531,1502,1584,1599,41.0
17132,05:28:38.653,40589,39861,41115,40765,41716,1033,1949,935,1132,1114,1532,1562,1532,1503,1582,1599,41.0
17133,05:28:41.119,40377,39722,41092,40782,41531,1034,1950,936,1132,1116,1534,1561,1531,1501,1582,1601,41.0
17134,05:28:43.477,40340,39621,41224,40681,41654,1034,1951,934,1134,1117,1533,1563,1530,1502,1583,1600,41.0
17135,05:28:45.758,40599,39645,41231,40880,41798,1035,1950,935,1135,1116,1535,1565,1530,1498,1586,1602,41.0
17136,05:28:48.090,40507,39798,41294,40529,41713,1035,1949,935,1135,1115,1533,1564,1530,1504,1583,1603,41.0
17137,05:28:50.359,40509,39695,41126,40763,41623,1035,1949,936,1135,1116,1535,1566,1531,1501,1581,1599,41.0
17138,05:28:52.622,40548,39561,41085,40843,41484,1036,1950,937,1135,1115,1532,1565,1531,1502,1585,1598,41.0
17139,05:28:54.888,40530,39604,41264,40746,41520,1036,1949,934,1133,1116,1533,1563,1530,1503,1587,1601,41.0
17140,05:28:57.143,40539,39724,41122,40749,41661,1034,1949,935,1134,1114,1534,1561,1530,1503,1582,1601,41.0
17141,05:29:02.026,40365,39620,41073,40995,41693,1035,1950,933,1131,1118,1533,1563,1530,1499,1586,1600,41.0
17142,05:29:04.311,40584,39653,41192,40730,41651,1034,1950,936,1131,1116,1534,1564,1532,1499,1584,1600,41.0
17143,05:29:06.521,40579,39419,41154,40891,41389,1034,1951,936,1133,1117,1536,1564,1530,1500,1582,1603,41.0
17144,05:29:08.867,40470,39543,41071,40967,41656,1033,1951,936,1134,1115,1533,1560,1531,1504,1584,1599,41.0
17145,05:29:11.200,40581,39621,41422,40736,41613,1032,1950,936,1135,1116,1536,1562,1529,1501,1581,1601,41.0
17146,05:29:13.512,40362,39738,41147,40677,41581,1036,1950,934,1133,1117,1533,1563,1530,1502,1585,1600,41.0
17147,05:29:15.764,40615,39701,41336,40687,41721,1036,1950,934,1134,1117,1536,1561,1530,1504,1584,1600,41.0
17148,05:29:18.042,40487,39733,41140,40827,41651,1034,1950,936,1135,1116,1535,1563,1531,1502,1582,1600,41.0
17149,05:29:20.320,40543,39665,41256,40765,41585,1035,1949,936,1135,1113,1534,1561,1531,1501,1582,1601,41.0
17150,05:29:22.550,40355,39681,40983,40715,41581,1035,1949,936,1133,1116,1535,1561,1532,1505,1584,1599,41.0
17151,05:29:27.357,40558,39734,41061,40630,41662,1034,1950,934,1134,1117,1537,1565,1531,1503,1584,1601,41.0
17152,05:29:29.671,40432,39646,41176,40806,41637,1034,1949,938,1133,1118,1537,1560,1528,1501,1585,1599,41.0
17153,05:29:31.940,40508,39628,41120,40712,41539,1034,1951,938,1133,1117,1535,1562,1528,1503,1583,1602,41.0
17154,05:29:34.129,40500,39691,41255,40813,41609,1035,1950,933,1133,1116,1532,1565,1529,1503,1585,1599,41.0
17155,05:29:36.358,40493,39711,41237,40750,41581,1035,1950,936,1134,1116,1535,1563,1531,1504,1581,1599,41.0
17156,05:29:38.769,40460,39724,41211,40819,41380,1035,1949,935,1132,1118,1534,1564,1530,1500,1584,1600,41.0
17157,05:29:41.180,40383,39534,41138,40679,41628,1035,1950,939,1135,1118,1533,1563,1529,1500,1584,1601,41.0
17158,05:29:43.395,40538,39596,41201,40900,41601,1036,1950,936,1132,1118,1532,1561,1529,1499,1583,1600,41.0
17159,05:29:45.660,40538,39673,41373,40652,41544,1034,1950,935,1133,1118,1537,1562,1530,1500,1584,1601,41.0
17160,05:29:47.975,40328,39646,41277,40748,41706,1033,1951,936,1135,1116,1534,1562,1528,1501,1583,1599,41.0
17161,05:29:52.789,40451,39657,41194,40952,41677,1033,1949,936,1134,1115,1534,1560,1530,1502,1585,1602,41.0
17162,05:29:55.221,40482,39608,41235,40906,41698,1035,1950,933,1133,1117,1534,1564,1529,1502,1583,1600,41.0
17163,05:29:57.621,40455,39710,41171,40745,41502,1034,1951,934,1134,1115,1534,1562,1531,1500,1584,1602,41.0
17164,05:29:59.993,40596,39744,41164,40658,41662,1033,1951,937,1133,1116,1536,1560,1531,1501,1583,1601,41.0
17165,05:30:02.244,40552,39620,40969,40831,41509,1034,1949,936,1134,1116,1533,1565,1530,1498,1585,1599,41.0
17166,05:30:04.527,40399,39732,41050,40732,41681,1034,1951,936,1133,1116,1533,1564,1532,1500,1584,1600,41.0
17167,05:30:06.757,40585,39744,41074,40911,41527,1035,1949,935,1134,1116,1533,1563,1529,1504,1583,1602,41.0
17168,05:30:09.003,40651,39594,41225,40845,41671,1035,1950,936,1134,1115,1532,1562,1530,1504,1586,1602,41.0
17169,05:30:11.325,40363,39609,41234,40702,41645,1034,1951,936,1131,1117,1537,1564,1531,1502,1584,1602,41.0
17170,05:30:13.732,40525,39558,41164,40842,41567,1035,1948,936,1134,1118,1536,1562,1531,1502,1583,1599,41.0
17171,05:30:18.553,40491,39675,41188,40757,41751,1035,1951,935,1131,1117,1535,1564,1527,1501,1584,1600,41.0
17172,05:30:21.022,40573,39686,41273,40769,41628,1035,1950,936,1132,1114,1533,1562,1529,1502,1580,1602,41.0
17173,05:30:23.335,40496,39547,41256,40880,41514,1033,1950,937,1134,1115,1533,1563,1532,1502,1583,1602,41.0
17174,05:30:25.642,40483,39561,41172,40830,41589,1035,1950,935,1134,1115,1532,1562,1530,1502,1582,1600,41.0
17175,05:30:27.887,40405,39502,41201,40652,41655,1034,1950,935,1135,1115,1534,1563,1530,1500,1583,1600,41.0
17176,05:30:30.110,40473,39782,41184,40816,41580,1034,1950,934,1134,1116,1534,1561,1529,1502,1583,1600,41.0
17177,05:30:32.412,40451,39783,41179,40757,41648,1036,1948,934,1135,1116,1536,1561,1530,1499,1584,1599,41.0
17178,05:30:34.733,40341,39691,41356,40959,41589,1036,1950,935,1133,1114,1532,1563,1531,1502,1582,1603,41.0
17179,05:30:37.098,40423,39696,41069,40728,41643,1036,1950,937,1132,1117,1536,1564,1528,1500,1586,1599,41.0
17180,05:30:39.399,40492,39632,41239,40795,41643,1034,1948,933,1133,1117,1533,1563,1529,1502,1583,1600,41.0
17181,05:30:44.159,40631,39740,41347,40728,41457,1034,1951,934,1134,1118,1534,1562,1530,1502,1584,1602,41.0
17182,05:30:46.490,40572,39683,41227,40841,41645,1035,1949,935,1135,1116,1533,1563,1529,1501,1584,1599,41.0
17183,05:30:48.781,40452,39752,41182,40757,41563,1035,1950,933,1134,1117,1533,1561,1530,1500,1582,1600,41.0
17184,05:30:51.265,40463,39619,41248,40734,41606,1034,1950,935,1134,1116,1535,1561,1532,1503,1582,1599,41.0
17185,05:30:53.785,40628,39719,41169,40767,41674,1035,1950,935,1135,1115,1535,1561,1531,1501,1584,1600,41.0
17186,05:30:56.202,40494,39623,41101,40928,41601,1034,1950,934,1134,1116,1533,1563,1528,1500,1581,1600,41.0
17187,05:30:58.528,40449,39539,41285,40618,41531,1035,1950,936,1134,1115,1535,1562,1531,1500,1582,1601,41.0
17188,05:31:00.742,40449,39662,41172,40656,41573,1038,1949,933,1133,1115,1531,1563,1532,1503,1584,1600,41.0
17189,05:31:03.031,40396,39748,41126,40704,41537,1033,1950,937,1134,1115,1532,1561,1531,1501,1585,1599,41.0
17190,05:31:05.300,40621,39661,41177,40658,41477,1036,1950,934,1135,1115,1535,1561,1531,1504,1582,1601,41.0
17191,05:31:10.160,40430,39517,41183,40724,41569,1034,1951,934,1134,1118,1537,1563,1531,1500,1584,1600,41.0
17192,05:31:12.613,40445,39538,41277,40864,41534,1035,1949,935,1132,1117,1533,1564,1531,1503,1584,1600,41.0
17193,05:31:14.988,40419,39685,41243,40707,41725,1034,1951,935,1134,1117,1534,1562,1530,1499,1581,1600,41.0
17194,05:31:17.292,40558,39623,41351,40740,41637,1037,1950,936,1134,1117,1535,1565,1529,1500,1582,1600,41.0
17195,05:31:19.562,40409,39630,41167,40788,41437,1034,1950,935,1134,1118,1535,1560,1528,1501,1585,1599,41.0
17196,05:31:21.867,40501,39618,41293,40762,41737,1034,1949,937,1136,1116,1535,1562,1530,1503,1583,1599,41.0
17197,05:31:24.128,40530,39563,41195,40780,41591,1034,1949,937,1136,1115,1535,1562,1533,1501,1584,1599,41.0
17198,05:31:26.341,40389,39718,41095,40673,41493,1035,1950,934,1134,1117,1536,1561,1532,1501,1581,1600,41.0
17199,05:31:28.600,40473,39679,41256,40900,41600,1034,1951,935,1133,1113,1535,1563,1531,1502,1584,1599,41.0
17200,05:31:30.863,40400,39681,41179,40785,41644,1034,1950,936,1135,1116,1534,1562,1531,1500,1584,1600,41.0
17201,05:31:35.830,40336,39678,41137,40789,41523,1036,1950,934,1132,1116,1536,1562,1530,1500,1585,1600,41.0
17202,05:31:38.120,40376,39720,41087,40590,41542,1035,1950,935,1134,1118,1532,1562,1531,1502,1584,1598,41.0
17203,05:31:40.465,40542,39737,41112,40790,41502,1035,1948,937,1132,1116,1533,1560,1530,1501,1581,1601,41.0
17204,05:31:42.766,40405,39511,41218,40824,41522,1034,1951,934,1132,1117,1534,1560,1530,1498,1584,1601,41.0
17205,05:31:45.040,40415,39559,41051,40761,41596,1036,1950,935,1131,1118,1534,1561,1532,1502,1587,1601,41.0
17206,05:31:47.250,40552,39569,41100,40779,41550,1034,1951,936,1131,1117,1534,1564,1529,1503,1582,1603,41.0
17207,05:31:49.470,40515,39664,41195,40785,41624,1035,1948,935,1133,1116,1534,1562,1532,1502,1583,1601,41.0
17208,05:31:51.702,40457,39739,41162,40755,41674,1037,1950,935,1134,1116,1534,1564,1530,1500,1584,1598,41.0
17209,05:31:54.042,40588,39637,41221,40784,41778,1034,1950,935,1135,1117,1533,1561,1530,1504,1583,1599,41.0
17210,05:31:56.416,40409,39685,40951,40825,41569,1035,1950,935,1132,1115,1535,1565,1530,1500,1584,1601,41.0
17211,05:32:01.237,40453,39584,41141,40715,41457,1034,1950,935,1134,1116,1535,1562,1531,1503,1585,1602,41.0
17212,05:32:03.530,40455,39644,41116,40811,41705,1034,1950,936,1132,1118,1534,1562,1529,1501,1583,1601,41.0
17213,05:32:05.805,40415,39691,41194,40945,41625,1035,1950,937,1133,1115,1534,1560,1530,1503,1583,1601,41.0
17214,05:32:08.092,40393,39660,41148,40712,41592,1035,1950,934,1133,1113,1533,1561,1531,1501,1585,1602,41.0
17215,05:32:10.525,40459,39719,41158,40788,41689,1033,1948,939,1137,1113,1532,1561,1528,1501,1585,1602,41.0
17216,05:32:12.982,40406,39725,41093,40665,41629,1035,1950,934,1137,1114,1534,1560,1531,1503,1587,1600,41.0
17217,05:32:15.333,40271,39650,41185,40761,41560,1033,1950,937,1132,1118,1535,1563,1529,1503,1584,1599,41.0
17218,05:32:17.683,40599,39566,41244,40621,41560,1034,1949,935,1135,1114,1533,1563,1529,1502,1582,1602,41.0
17219,05:32:19.981,40579,39640,41091,40669,41410,1033,1950,933,1136,1115,1532,1564,1531,1499,1583,1602,41.0
17220,05:32:22.241,40412,39595,41195,40678,41525,1036,1950,936,1133,1114,1534,1562,1531,1502,1585,1600,41.0
17221,05:32:27.042,40464,39640,40967,40923,41694,1033,1949,935,1132,1117,1532,1562,1530,1501,1585,1599,41.0
17222,05:32:29.401,40353,39675,41120,40699,41504,1035,1951,935,1133,1116,1533,1565,1531,1500,1583,1600,41.0
17223,05:32:31.743,40437,39704,41080,40810,41528,1035,1950,937,1131,1115,1533,1564,1531,1500,1584,1601,41.0
17224,05:32:34.020,40583,39615,41218,40862,41562,1033,1950,934,1134,1116,1533,1563,1531,1500,1585,1602,41.0
17225,05:32:36.328,40398,39762,41090,40850,41679,1033,1951,938,1132,1119,1532,1561,1532,1501,1585,1602,41.0
17226,05:32:38.564,40630,39720,41238,40701,41577,1035,1950,934,1134,1113,1534,1561,1532,1505,1585,1599,41.0
17227,05:32:40.879,40462,39558,41072,40838,41525,1035,1949,935,1133,1114,1531,1561,1532,1499,1583,1602,41.0
17228,05:32:43.105,40577,39774,41258,40930,41465,1035,1948,936,1134,1114,1533,1560,1529,1502,1583,1600,41.0
17229,05:32:45.337,40689,39644,41211,40851,41557,1034,1950,935,1134,1114,1535,1562,1529,1503,1584,1602,41.0
17230,05:32:47.741,40439,39649,41203,40863,41645,1036,1950,934,1134,1114,1533,1563,1531,1499,1585,1600,41.0
17231,05:32:52.588,40374,39679,41149,40831,41600,1034,1951,936,1133,1117,1532,1563,1533,1500,1587,1602,41.0
17232,05:32:54.982,40497,39545,41094,40756,41576,1034,1949,936,1133,1116,1534,1564,1529,1503,1586,1601,41.0
17233,05:32:57.297,40269,39609,41178,40793,41631,1034,1949,935,1132,1118,1535,1562,1529,1500,1584,1602,41.0
17234,05:32:59.639,40754,39575,41286,40878,41647,1035,1951,935,1135,1116,1531,1563,1529,1502,1582,1603,41.0
17235,05:33:01.912,40434,39765,41330,40812,41486,1033,1950,934,1134,1117,1533,1566,1531,1503,1585,1598,41.0
17236,05:33:04.251,40546,39617,41033,40901,41589,1033,1949,934,1134,1116,1534,1561,1528,1500,1586,1600,41.0
17237,05:33:06.501,40328,39592,41094,40809,41532,1035,1950,935,1133,1115,1535,1562,1529,1502,1584,1600,41.0
17238,05:33:08.805,40641,39612,41181,40706,41587,1032,1949,936,1135,1114,1535,1564,1531,1500,1585,1601,41.0
17239,05:33:11.188,40424,39697,41150,40686,41734,1034,1950,937,1134,1117,1533,1562,1529,1501,1585,1600,41.0
17240,05:33:13.483,40471,39719,41200,40745,41620,1035,1949,936,1132,1117,1535,1561,1528,1503,1584,1603,41.0
17241,05:33:18.264,40509,39697,41228,40729,41543,1033,1951,936,1132,1117,1534,1561,1528,1498,1584,1601,41.0
17242,05:33:20.693,40268,39608,41085,40792,41736,1034,1950,937,1131,1116,1534,1560,1531,1499,1583,1600,41.0
17243,05:33:23.069,40507,39807,41141,40733,41569,1036,1950,937,1134,1116,1534,1563,1529,1502,1585,1601,41.0
17244,05:33:25.427,40469,39688,41275,40816,41698,1034,1950,934,1134,1112,1533,1561,1530,1502,1585,1601,41.0
17245,05:33:27.874,40465,39606,41159,40693,41547,1036,1950,937,1133,1119,1534,1565,1528,1501,1583,1600,41.0
17246,05:33:30.130,40620,39597,41212,40882,41615,1036,1951,935,1131,1116,1533,1561,1532,1501,1585,1603,41.0
17247,05:33:32.402,40479,39608,41164,40711,41581,1034,1949,937,1134,1117,1533,1563,1528,1502,1581,1602,41.0
17248,05:33:34.719,40437,39615,41113,40674,41674,1036,1950,936,1131,1118,1536,1565,1532,1501,1584,1601,41.0
17249,05:33:37.141,40544,39633,41185,40839,41620,1033,1950,934,1132,1116,1534,1562,1530,1502,1582,1601,41.0
17250,05:33:39.560,40534,39838,41115,40735,41604,1036,1951,934,1135,1118,1533,1562,1528,1499,1584,1602,41.0
17251,05:33:44.339,40466,39645,41151,40868,41646,1037,1951,936,1134,1117,1531,1565,1532,1502,1585,1600,41.0
17252,05:33:46.659,40471,39630,41207,40796,41563,1032,1950,934,1135,1118,1534,1564,1528,1498,1582,1598,41.0
17253,05:33:49.007,40415,39622,41126,40860,41525,1035,1951,935,1133,1118,1533,1564,1529,1501,1582,1600,41.0
17254,05:33:51.206,40465,39628,41174,40688,41699,1033,1949,933,1131,1115,1535,1562,1529,1501,1584,1603,41.0
17255,05:33:53.452,40501,39559,41139,40609,41517,1034,1951,934,1132,1118,1536,1561,1530,1499,1585,1598,41.0
17256,05:33:55.805,40342,39696,41247,40670,41693,1033,1950,934,1133,1118,1535,1563,1529,1498,1583,1599,41.0
17257,05:33:58.201,40454,39637,41230,40882,41768,1035,1951,935,1134,1114,1536,1560,1533,1501,1583,1599,41.0
17258,05:34:00.504,40576,39672,41265,40832,41552,1033,1950,933,1135,1114,1534,1560,1530,1501,1582,1602,41.0
17259,05:34:02.720,40485,39654,41226,40736,41676,1034,1949,936,1134,1117,1535,1561,1531,1502,1584,1603,41.0
17260,05:34:04.980,40553,39716,41288,40769,41587,1034,1951,937,1135,1114,1534,1562,1529,1503,1585,1602,41.0
17261,05:34:09.758,40459,39602,41190,41003,41593,1035,1948,937,1133,1116,1533,1561,1530,1501,1585,1602,41.0
17262,05:34:12.059,40450,39667,41273,40767,41437,1034,1949,935,1132,1117,1535,1562,1531,1502,1582,1601,41.0
17263,05:34:14.452,40431,39727,41198,40739,41733,1035,1950,935,1134,1117,1536,1561,1532,1501,1584,1601,41.0
17264,05:34:16.651,40617,39723,41249,40803,41538,1034,1949,936,1135,1117,1535,1561,1530,1503,1586,1599,41.0
17265,05:34:18.980,40461,39632,41273,40839,41684,1033,1950,936,1133,1113,1534,1563,1530,1500,1584,1601,41.0
17266,05:34:21.281,40468,39685,41167,40746,41599,1037,1951,935,1132,1114,1533,1564,1531,1501,1587,1602,41.0
17267,05:34:23.600,40544,39581,41125,40741,41575,1035,1950,936,1132,1116,1535,1561,1531,1502,1585,1601,41.0
17268,05:34:25.888,40404,39673,41273,40753,41534,1034,1950,936,1135,1119,1535,1562,1528,1500,1583,1599,41.0
17269,05:34:28.043,40534,39725,41129,40757,41566,1036,1950,936,1133,1116,1534,1561,1530,1502,1584,1601,41.0
17270,05:34:30.361,40466,39844,41307,40749,41592,1035,1951,938,1135,1116,1536,1563,1529,1501,1584,1601,41.0
17271,05:34:35.179,40285,39588,41216,40831,41572,1035,1948,936,1132,1115,1535,1562,1532,1501,1584,1600,41.0
17272,05:34:37.529,40530,39629,41155,40966,41628,1036,1950,936,1132,1115,1535,1561,1529,1501,1586,1601,41.0
17273,05:34:39.984,40482,39592,41250,40726,41585,1035,1950,933,1132,1116,1535,1563,1532,1501,1584,1601,41.0
17274,05:34:42.372,40569,39673,41109,40770,41537,1035,1950,936,1132,1117,1533,1563,1528,1500,1583,1601,41.0
17275,05:34:44.742,40618,39547,41316,40755,41687,1035,1951,936,1133,1118,1534,1563,1531,1501,1585,1602,41.0
17276,05:34:46.971,40613,39674,41044,40747,41614,1035,1950,935,1134,1115,1532,1562,1532,1498,1583,1600,41.0
17277,05:34:49.362,40517,39649,41178,40799,41619,1035,1949,934,1135,1117,1534,1561,1531,1501,1587,1599,41.0
17278,05:34:51.775,40487,39667,41210,40822,41478,1035,1951,935,1134,1115,1536,1562,1530,1499,1587,1602,41.0
17279,05:34:54.081,40426,39682,41098,40898,41543,1035,1951,936,1132,1118,1532,1560,1530,1500,1585,1600,41.0
17280,05:34:56.330,40488,39600,41185,40680,41604,1035,1949,936,1131,1118,1532,1559,1531,1499,1582,1601,41.0
17281,05:35:01.174,40418,39612,41082,40928,41685,1034,1951,937,1133,1117,1532,1563,1530,1500,1586,1601,41.0
17282,05:35:03.526,40460,39710,41231,40787,41459,1034,1948,937,1133,1115,1533,1563,1529,1501,1581,1600,41.0
17283,05:35:05.905,40372,39633,41192,40631,41495,1035,1950,936,1133,1117,1536,1561,1531,1498,1581,1601,41.0
17284,05:35:08.382,40409,39548,41106,40850,41604,1033,1948,936,1133,1118,1534,1562,1529,1500,1586,1598,41.0
17285,05:35:10.764,40497,39783,41225,40932,41671,1036,1949,936,1135,1118,1533,1562,1529,1499,1584,1602,41.0
17286,05:35:13.072,40445,39682,41220,40822,41648,1034,1950,934,1133,1120,1536,1561,1529,1503,1584,1602,41.0
17287,05:35:15.419,40445,39586,41193,40596,41657,1035,1950,938,1133,1115,1535,1562,1531,1502,1582,1599,41.0
17288,05:35:17.702,40327,39721,41072,40925,41574,1034,1950,934,1133,1118,1532,1562,1530,1499,1584,1600,41.0
17289,05:35:19.971,40373,39601,41149,40917,41531,1033,1950,934,1131,1118,1535,1563,1531,1503,1584,1602,41.0
17290,05:35:22.288,40606,39657,41331,40884,41606,1033,1950,935,1132,1120,1534,1562,1531,1498,1582,1600,41.0
17291,05:35:27.201,40440,39560,41100,40788,41531,1035,1949,936,1132,1115,1534,1563,1529,1502,1581,1598,41.0
17292,05:35:29.663,40619,39562,41210,40716,41600,1035,1949,934,1134,1117,1533,1560,1530,1499,1582,1602,41.0
17293,05:35:32.197,40579,39551,41377,40809,41699,1036,1951,936,1132,1115,1534,1563,1528,1502,1584,1600,41.0
17294,05:35:34.568,40411,39598,41310,40850,41605,1035,1950,936,1135,1116,1532,1562,1529,1497,1584,1600,41.0
17295,05:35:36.859,40307,39633,41164,40704,41585,1032,1951,935,1131,1115,1536,1565,1533,1501,1585,1600,41.0
17296,05:35:39.155,40551,39573,41217,40703,41464,1034,1951,936,1132,1118,1533,1561,1530,1497,1585,1602,41.0
17297,05:35:41.485,40587,39670,41112,40830,41576,1034,1949,935,1134,1115,1534,1562,1531,1500,1584,1600,41.0
17298,05:35:43.756,40530,39676,41080,40696,41582,1034,1950,936,1135,1116,1535,1562,1529,1499,1585,1601,41.0
17299,05:35:45.972,40480,39663,41075,40714,41539,1036,1950,934,1132,1117,1537,1564,1529,1500,1582,1598,41.0
17300,05:35:48.258,40613,39804,41218,40869,41425,1035,1950,936,1134,1117,1533,1562,1531,1505,1584,1601,41.0
17301,05:35:53.201,40466,39702,41262,40829,41595,1035,1950,934,1131,1118,1534,1560,1531,1501,1586,1600,41.0
17302,05:35:55.642,40498,39638,41155,40821,41738,1034,1950,935,1135,1115,1536,1563,1529,1503,1584,1600,41.0
17303,05:35:57.940,40515,39638,41253,40812,41575,1035,1950,935,1133,1116,1534,1563,1530,1502,1583,1599,41.0
17304,05:36:00.222,40430,39641,41196,40744,41482,1034,1950,936,1134,1114,1534,1561,1530,1502,1585,1604,41.0
17305,05:36:02.489,40522,39664,41145,40699,41810,1034,1950,935,1131,1117,1533,1561,1530,1501,1584,1600,41.0
17306,05:36:04.773,40455,39633,41198,40622,41516,1034,1950,935,1132,1116,1532,1563,1532,1499,1582,1602,41.0
17307,05:36:07.048,40387,39696,41248,40797,41713,1034,1948,935,1133,1115,1534,1562,1531,1502,1586,1601,41.0
17308,05:36:09.274,40544,39724,41221,40831,41533,1034,1951,936,1133,1118,1532,1563,1530,1503,1583,1599,41.0
17309,05:36:11.601,40528,39730,41068,40702,41509,1034,1951,935,1133,1115,1535,1563,1531,1503,1583,1599,41.0
17310,05:36:13.852,40542,39625,41155,40823,41508,1035,1950,934,1133,1117,1534,1562,1530,1503,1585,1601,41.0
17311,05:36:18.675,40430,39645,41185,40853,41652,1034,1947,939,1133,1117,1535,1563,1533,1500,1582,1600,41.0
17312,05:36:21.037,40479,39719,41071,40663,41624,1035,1951,936,1134,1116,1534,1564,1530,1500,1584,1601,41.0
17313,05:36:23.402,40503,39788,41219,40759,41662,1033,1951,937,1135,1116,1533,1563,1529,1500,1585,1600,41.0
17314,05:36:25.698,40536,39781,41154,40837,41643,1035,1950,936,1134,1114,1532,1562,1533,1498,1582,1602,41.0
17315,05:36:27.984,40457,39763,41208,40715,41515,1033,1950,937,1131,1117,1532,1561,1529,1501,1583,1602,41.0
17316,05:36:30.173,40521,39592,41089,40818,41615,1036,1949,937,1134,1117,1534,1563,1531,1501,1581,1601,41.0
17317,05:36:32.472,40692,39649,41223,40906,41518,1034,1950,936,1134,1117,1534,1560,1533,1504,1583,1601,41.0
17318,05:36:34.765,40553,39599,41172,40752,41570,1035,1949,937,1133,1117,1536,1564,1531,1501,1584,1599,41.0
17319,05:36:37.045,40463,39807,41215,40847,41607,1037,1950,937,1133,1117,1535,1561,1529,1502,1584,1601,41.0
