N_08-06-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
1,15:16:34.372,39740,38838,40571,39835,40690,1035,0,936,1131,1118,1536,1564,1530,1501,1584,1599,390,365,374,410,329,320,319,344,27.0
N_08-08-2018,Time,A1,A2,A3,A4,A5,L_B1,L_B2,L_B3,L_B4,L_B5,L_C1,L_C2,L_C3,L_C4,L_C5,L_C6,M_B1,M_B2,M_B3,M_B5,M_C1,M_C2,M_C3,M_C4,B4 temp.
20759,08:04:23.097,40467,39675,41239,40642,41777,1035,1949,935,1135,1114,1536,1564,1530,1503,1586,1602,42.0
20760,08:04:25.354,40376,39637,41131,40685,41615,1034,1948,935,1136,1117,1534,1561,1531,1502,1584,1599,42.0
20761,08:04:30.157,40415,39720,41132,40710,41606,1034,1949,935,1134,1116,1537,1562,1532,1502,1582,1601,42.0
20762,08:04:32.591,40593,39663,41133,40876,41532,1035,1948,935,1132,1115,1534,1561,1529,1502,1585,1599,42.0
20763,08:04:35.044,40503,39634,41222,40811,41620,1035,1951,934,1135,1116,1535,1562,1532,1499,1584,1602,42.0
20764,08:04:37.464,40479,39660,41299,40921,41535,1034,1951,935,1134,1115,1535,1560,1532,1503,1583,1601,42.0
20765,08:04:39.731,40557,39647,41194,40662,41599,1035,1946,936,1132,1116,1536,1561,1531,1501,1582,1602,42.0
20766,08:04:42.014,40333,39806,41117,40795,41613,1033,1951,934,1132,1115,1534,1562,1529,1501,1584,1599,42.0
20767,08:04:44.215,40335,39548,41174,40778,41603,1034,1951,936,1135,1119,1535,1563,1530,1501,1583,1599,42.0
20768,08:04:46.480,40509,39660,41126,40801,41632,1035,1950,935,1134,1117,1536,1565,1529,1501,1583,1601,42.0
20769,08:04:48.795,40452,39525,41136,40721,41672,1035,1950,934,1133,1113,1533,1561,1529,1501,1584,1601,42.0
20770,08:04:51.218,40536,39701,41219,40857,41621,1034,1949,935,1133,1119,1536,1560,1531,1501,1584,1601,42.0
20771,08:04:56.068,40393,39629,41224,40809,41542,1035,1949,936,1133,1115,1534,1563,1530,1502,1584,1601,42.0
20772,08:04:58.378,40459,39581,41333,40909,41499,1033,1950,934,1134,1116,1534,1563,1529,1502,1583,1601,42.0
20773,08:05:00.686,40434,39640,41196,40764,41672,1035,1951,934,1133,1116,1534,1562,1529,1502,1582,1599,42.0
20774,08:05:02.980,40478,39739,40995,40604,41461,1034,1950,934,1134,1117,1535,1563,1530,1500,1586,1600,42.0
20775,08:05:05.460,40599,39689,41082,40818,41603,1034,1950,936,1134,1118,1535,1561,1530,1501,1582,1601,42.0
20776,08:05:07.826,40566,39591,41160,40632,41632,1035,1950,933,1133,1117,1535,1561,1530,1500,1585,1600,42.0
20777,08:05:10.140,40421,39743,41207,40697,41623,1036,1950,936,1134,1116,1532,1563,1528,1503,1583,1600,42.0
20778,08:05:12.396,40453,39596,41358,40733,41678,1033,1947,934,1136,1117,1534,1561,1532,1499,1583,1601,42.0
20779,08:05:14.643,40644,39900,41050,40576,41596,1036,1949,937,1133,1116,1534,1563,1529,1501,1582,1599,42.0
20780,08:05:16.936,40510,39720,41174,40746,41614,1034,1951,933,1134,1117,1536,1561,1529,1502,1584,1599,42.0
20781,08:05:21.798,40626,39756,41164,40728,41558,1036,1948,935,1135,1114,1532,1564,1530,1502,1583,1600,42.0
20782,08:05:24.101,40472,39664,41102,40734,41651,1035,1950,935,1133,1115,1533,1564,1531,1502,1587,1603,42.0
20783,08:05:26.376,40266,39757,41209,40782,41644,1034,1950,934,1135,1116,1536,1564,1529,1500,1583,1601,42.0
20784,08:05:28.670,40473,39725,41144,40819,41473,1034,1950,934,1134,1118,1535,1563,1531,1501,1585,1600,42.0
20785,08:05:30.955,40364,39565,41136,40784,41597,1032,1949,932,1134,1116,1532,1561,1529,1502,1583,1600,42.0
20786,08:05:33.206,40420,39619,41084,40735,41567,1037,1949,934,1135,1116,1535,1562,1532,1499,1585,1599,42.0
20787,08:05:35.455,40546,39660,41244,40841,41582,1034,1949,935,1134,1117,1534,1563,1529,1501,1582,1600,42.0
20788,08:05:37.717,40459,39688,41216,40824,41633,1033,1950,933,1131,1116,1534,1564,1530,1503,1585,1600,42.0
20789,08:05:39.975,40428,39572,41241,40803,41584,1036,1951,935,1135,1115,1534,1563,1532,1500,1584,1601,42.0
20790,08:05:42.207,40537,39580,41050,40655,41593,1034,1951,936,1134,1120,1534,1561,1531,1501,1587,1602,42.0
20791,08:05:46.980,40555,39501,41173,40834,41617,1034,1949,936,1133,1117,1534,1564,1529,1503,1582,1600,42.0
20792,08:05:49.308,40282,39642,41192,40736,41688,1035,1950,935,1136,1119,1536,1562,1531,1501,1584,1600,42.0
20793,08:05:51.674,40551,39538,41057,40696,41577,1035,1949,935,1131,1117,1533,1562,1529,1501,1582,1603,42.0
20794,08:05:54.157,40334,39739,41135,40832,41613,1033,1949,935,1135,1118,1533,1563,1532,1501,1584,1602,42.0
20795,08:05:56.554,40431,39633,41179,40635,41658,1035,1950,935,1135,1114,1533,1565,1530,1502,1582,1600,42.0
20796,08:05:58.999,40538,39864,41228,40757,41591,1033,1951,935,1133,1116,1534,1565,1532,1500,1582,1600,42.0
20797,08:06:01.387,40534,39541,41282,40686,41607,1035,1950,935,1134,1118,1534,1563,1532,1502,1582,1600,42.0
20798,08:06:03.840,40497,39741,41077,40812,41509,1035,1950,935,1134,1113,1534,1563,1530,1503,1585,1599,42.0
20799,08:06:06.186,40453,39646,41228,40775,41540,1036,1951,934,1135,1117,1535,1562,1531,1500,1586,1599,42.0
20800,08:06:08.558,40502,39745,41150,40704,41645,1034,1951,938,1131,1118,1534,1563,1531,1499,1584,1600,42.0
20801,08:06:13.508,40312,39761,41162,40660,41640,1034,1951,936,1134,1116,1533,1562,1531,1498,1582,1601,42.0
20802,08:06:15.919,40481,39577,41216,40838,41625,1035,1950,935,1132,1116,1536,1561,1531,1504,1587,1601,42.0
20803,08:06:18.229,40527,39680,41061,40794,41573,1035,1950,935,1131,1116,1532,1561,1530,1500,1583,1601,42.0
20804,08:06:20.491,40348,39755,41204,40790,41532,1034,1951,935,1132,1119,1531,1562,1531,1501,1581,1603,42.0
20805,08:06:22.798,40425,39653,41380,40706,41705,1033,1948,935,1133,1118,1534,1564,1532,1500,1585,1598,42.0
20806,08:06:25.106,40581,39727,41256,40762,41625,1035,1949,936,1131,1117,1534,1560,1530,1502,1583,1600,42.0
20807,08:06:27.441,40573,39752,41051,40752,41638,1034,1951,938,1132,1118,1534,1561,1528,1504,1584,1598,42.0
20808,08:06:29.798,40466,39732,41130,40800,41652,1034,1948,935,1133,1116,1534,1563,1531,1500,1586,1601,42.0
20809,08:06:32.223,40498,39636,41194,40618,41547,1035,1951,937,1131,1117,1534,1562,1529,1500,1587,1601,42.0
20810,08:06:34.566,40427,39511,41238,40837,41583,1035,1949,936,1132,1116,1534,1561,1530,1502,1583,1600,42.0
20811,08:06:39.320,40466,39625,41305,40724,41527,1035,1950,934,1137,1114,1533,1564,1531,1502,1585,1601,42.0
20812,08:06:41.605,40275,39646,41138,40668,41689,1035,1951,934,1133,1120,1532,1559,1530,1503,1583,1599,42.0
20813,08:06:43.882,40523,39735,41255,40821,41630,1035,1951,933,1135,1116,1535,1563,1529,1502,1582,1602,42.0
20814,08:06:46.405,40590,39690,41133,40708,41631,1034,1949,933,1134,1119,1535,1561,1530,1500,1583,1601,42.0
20815,08:06:48.895,40449,39617,41104,40649,41501,1034,1950,934,1135,1114,1534,1561,1531,1504,1582,1601,42.0
20816,08:06:51.339,40526,39620,41197,40705,41592,1034,1950,934,1133,1113,1535,1560,1531,1505,1582,1600,42.0
20817,08:06:53.664,40472,39583,41334,40771,41512,1035,1949,935,1135,1119,1534,1562,1530,1501,1583,1601,42.0
20818,08:06:55.955,40469,39646,41091,40720,41512,1033,1951,934,1133,1116,1535,1562,1530,1500,1582,1597,42.0
20819,08:06:58.219,40282,39648,41237,40687,41528,1034,1950,935,1134,1119,1535,1561,1531,1503,1583,1598,42.0
20820,08:07:00.460,40544,39747,41216,40790,41791,1033,1950,936,1133,1119,1536,1561,1528,1500,1583,1597,42.0
20821,08:07:05.339,40514,39702,41318,40849,41756,1033,1948,936,1133,1117,1533,1562,1528,1503,1585,1602,42.0
20822,08:07:07.796,40502,39521,41211,40679,41552,1036,1949,935,1135,1115,1534,1561,1530,1502,1585,1599,42.0
20823,08:07:10.254,40515,39729,41098,40755,41716,1034,1950,935,1132,1114,1536,1563,1532,1500,1583,1600,42.0
20824,08:07:12.593,40537,39807,41150,40647,41477,1035,1948,936,1134,1114,1534,1564,1530,1499,1580,1601,42.0
20825,08:07:14.975,40425,39645,41121,40781,41605,1033,1949,934,1132,1115,1535,1562,1531,1501,1584,1599,42.0
20826,08:07:17.245,40515,39603,41093,40777,41676,1033,1947,935,1136,1116,1532,1565,1528,1500,1584,1603,42.0
20827,08:07:19.538,40487,39706,41299,40806,41593,1036,1950,934,1132,1113,1533,1565,1528,1500,1585,1603,42.0
20828,08:07:21.848,40407,39680,41239,40823,41608,1034,1951,935,1134,1115,1536,1561,1528,1498,1584,1600,42.0
20829,08:07:24.089,40486,39704,41161,40706,41497,1034,1949,936,1136,1117,1534,1563,1530,1501,1584,1601,42.0
20830,08:07:26.408,40546,39729,41132,40783,41574,1033,1951,934,1133,1115,1533,1564,1527,1502,1582,1602,42.0
20831,08:07:31.285,40519,39642,41269,40782,41517,1035,1948,934,1131,1114,1533,1562,1531,1501,1583,1601,42.0
20832,08:07:33.597,40476,39643,41170,40763,41743,1034,1948,935,1134,1114,1533,1562,1531,1502,1585,1599,42.0
20833,08:07:35.937,40520,39570,41308,40776,41669,1034,1950,934,1133,1117,1535,1565,1530,1500,1582,1599,42.0
20834,08:07:38.153,40421,39544,41042,40689,41570,1034,1951,934,1132,1115,1532,1561,1531,1499,1584,1602,42.0
20835,08:07:40.421,40488,39659,41224,40749,41625,1033,1948,934,1136,1114,1535,1563,1530,1501,1584,1598,42.0
20836,08:07:42.681,40326,39632,41109,40783,41607,1036,1949,935,1134,1118,1534,1561,1530,1501,1586,1600,42.0
20837,08:07:45.018,40438,39459,41254,40856,41519,1033,1951,935,1132,1114,1534,1562,1529,1498,1583,1602,42.0
20838,08:07:47.443,40452,39604,41259,40752,41724,1035,1949,935,1134,1116,1536,1561,1530,1500,1584,1599,42.0
20839,08:07:49.857,40586,39665,41253,40784,41738,1035,1950,935,1132,1117,1534,1563,1529,1502,1584,1598,42.0
20840,08:07:52.215,40397,39757,41197,40827,41538,1034,1948,933,1133,1117,1534,1563,1529,1501,1582,1600,42.0
20841,08:07:57.026,40470,39614,41245,40698,41661,1033,1947,934,1130,1116,1534,1564,1530,1503,1585,1601,42.0
20842,08:07:59.282,40426,39621,41191,40784,41742,1036,1950,934,1133,1112,1535,1564,1529,1503,1585,1599,42.0
20843,08:08:01.517,40480,39684,41263,40734,41706,1035,1950,936,1132,1117,1534,1562,1532,1501,1585,1600,42.0
20844,08:08:03.847,40595,39720,41291,40864,41540,1035,1949,934,1132,1115,1534,1561,1530,1501,1584,1601,42.0
20845,08:08:06.106,40425,39609,41147,40767,41621,1036,1950,935,1132,1119,1535,1561,1530,1500,1582,1603,42.0
20846,08:08:08.362,40417,39822,41296,40738,41631,1034,1949,934,1135,1118,1535,1561,1530,1502,1583,1598,42.0
20847,08:08:10.616,40329,39741,41082,40898,41611,1032,1949,935,1134,1119,1533,1561,1530,1503,1584,1602,42.0
20848,08:08:12.867,40473,39761,41148,40646,41561,1037,1948,937,1135,1118,1532,1560,1532,1503,1585,1600,42.0
20849,08:08:15.172,40483,39648,41220,40752,41662,1035,1949,935,1137,1117,1532,1562,1530,1501,1583,1600,42.0
20850,08:08:17.446,40516,39745,41151,40808,41742,1035,1951,935,1134,1116,1533,1564,1530,1503,1585,1603,42.0
20851,08:08:22.364,40527,39562,41170,40654,41570,1034,1950,934,1130,1116,1531,1559,1530,1502,1584,1601,42.0
20852,08:08:24.668,40239,39799,41139,40695,41634,1033,1949,935,1134,1115,1533,1561,1529,1498,1585,1599,42.0
20853,08:08:26.945,40385,39645,41321,40781,41501,1034,1949,934,1132,1115,1532,1563,1530,1501,1583,1600,42.0
20854,08:08:29.421,40328,39663,41248,40653,41570,1035,1949,935,1130,1114,1532,1562,1530,1503,1583,1598,42.0
20855,08:08:31.895,40528,39586,41246,40823,41552,1035,1949,933,1131,1116,1533,1563,1529,1500,1587,1602,42.0
20856,08:08:34.155,40559,39702,41093,41009,41553,1034,1951,936,1133,1117,1533,1562,1530,1502,1585,1601,42.0
20857,08:08:36.366,40457,39591,40992,40897,41628,1033,1950,934,1132,1116,1532,1564,1529,1502,1584,1599,42.0
20858,08:08:38.555,40410,39730,41313,40720,41812,1035,1950,936,1133,1118,1533,1563,1530,1502,1585,1602,42.0
20859,08:08:40.895,40494,39692,41084,40838,41664,1035,1950,936,1132,1117,1534,1563,1530,1504,1581,1603,42.0
20860,08:08:43.158,40387,39609,41164,40735,41681,1036,1950,934,1132,1117,1533,1563,1531,1501,1585,1604,42.0
20861,08:08:48.013,40618,39664,41191,40995,41604,1034,1949,936,1132,1115,1535,1562,1530,1503,1582,1600,42.0
20862,08:08:50.336,40563,39544,41146,40953,41587,1035,1947,935,1134,1112,1533,1561,1531,1501,1583,1601,42.0
20863,08:08:52.640,40443,39793,41287,40811,41523,1034,1948,935,1134,1113,1532,1561,1530,1501,1581,1600,42.0
20864,08:08:55.086,40332,39632,41342,40866,41645,1036,1951,935,1132,1114,1534,1564,1528,1504,1585,1600,42.0
20865,08:08:57.444,40547,39722,41277,40651,41549,1035,1949,934,1132,1114,1534,1563,1531,1503,1583,1601,42.0
20866,08:08:59.690,40423,39661,41247,40925,41599,1035,1950,935,1135,1112,1536,1562,1531,1502,1584,1600,42.0
20867,08:09:02.019,40504,39711,41134,40878,41504,1036,1948,938,1132,1113,1536,1564,1531,1500,1583,1599,42.0
20868,08:09:04.456,40539,39815,41032,40689,41493,1034,1951,935,1131,1112,1534,1561,1531,1500,1581,1602,42.0
20869,08:09:06.677,40542,39624,41098,40597,41531,1034,1950,935,1134,1112,1533,1561,1530,1502,1583,1598,42.0
20870,08:09:08.980,40531,39476,41006,40713,41723,1035,1948,935,1134,1116,1535,1560,1531,1498,1584,1598,42.0
20871,08:09:13.843,40451,39658,41119,40822,41727,1035,1950,934,1133,1116,1536,1564,1530,1501,1584,1603,42.0
20872,08:09:16.137,40465,39568,41159,40821,41553,1035,1948,934,1133,1117,1534,1562,1531,1503,1584,1603,42.0
20873,08:09:18.457,40589,39691,41195,40836,41538,1034,1951,934,1136,1118,1536,1563,1530,1500,1581,1598,42.0
20874,08:09:20.677,40550,39659,41338,40641,41493,1033,1950,936,1134,1118,1535,1562,1531,1503,1586,1601,42.0
20875,08:09:22.942,40559,39592,41061,40703,41611,1035,1950,935,1134,1115,1536,1562,1530,1502,1581,1601,42.0
20876,08:09:25.386,40440,39690,41144,40867,41581,1034,1948,934,1133,1114,1534,1562,1530,1501,1586,1601,42.0
20877,08:09:27.770,40378,39760,41162,40812,41626,1035,1948,934,1135,1117,1534,1562,1530,1500,1584,1599,42.0
20878,08:09:30.061,40494,39706,41177,40624,41578,1034,1950,935,1132,1117,1535,1563,1530,1500,1580,1599,42.0
20879,08:09:32.391,40492,39523,41111,40943,41536,1034,1950,935,1133,1117,1531,1564,1532,1501,1582,1600,42.0
20880,08:09:34.637,40489,39665,41236,40707,41558,1035,1949,936,1133,1115,1534,1564,1528,1502,1584,1600,42.0
20881,08:09:39.569,40402,39614,41088,40784,41600,1035,1951,935,1133,1118,1536,1561,1529,1502,1582,1598,42.0
20882,08:09:42.130,40549,39637,41187,40693,41559,1035,1949,934,1135,1116,1534,1562,1529,1503,1583,1600,42.0
20883,08:09:44.525,40636,39642,41222,40734,41579,1036,1950,935,1132,1118,1536,1560,1530,1503,1583,1602,42.0
20884,08:09:47.117,40529,39554,41199,40805,41605,1034,1949,933,1135,1117,1533,1562,1528,1503,1583,1601,42.0
20885,08:09:49.486,40475,39704,41177,40878,41575,1033,1948,935,1134,1117,1534,1562,1531,1500,1584,1600,42.0
20886,08:09:51.808,40371,39714,41109,40797,41607,1035,1951,934,1132,1119,1534,1564,1532,1499,1584,1601,42.0
20887,08:09:54.120,40574,39687,41154,40904,41629,1035,1950,936,1135,1115,1537,1561,1529,1504,1584,1599,42.0
20888,08:09:56.322,40445,39624,41220,40802,41524,1033,1949,936,1133,1116,1534,1561,1531,1501,1584,1599,42.0
20889,08:09:58.576,40365,39545,41159,40664,41634,1035,1951,936,1132,1116,1534,1565,1530,1500,1583,1600,42.0
20890,08:10:00.822,40429,39622,41216,40669,41480,1034,1951,935,1135,1113,1532,1561,1532,1502,1584,1600,42.0
20891,08:10:05.658,40411,39626,41273,40831,41749,1033,1949,937,1133,1118,1534,1564,1530,1502,1583,1603,42.0
20892,08:10:08.037,40437,39614,41228,40801,41668,1037,1950,936,1133,1117,1536,1562,1529,1503,1583,1600,42.0
20893,08:10:10.367,40480,39529,41228,40830,41644,1035,1949,936,1132,1116,1534,1561,1530,1497,1583,1600,42.0
20894,08:10:12.809,40458,39689,41253,40763,41538,1034,1951,934,1133,1116,1534,1562,1531,1502,1581,1600,42.0
20895,08:10:15.227,40468,39799,41113,40777,41752,1035,1951,935,1134,1114,1534,1562,1532,1502,1583,1601,42.0
20896,08:10:17.546,40404,39666,41223,40787,41537,1032,1950,937,1136,1117,1534,1561,1531,1503,1584,1600,42.0
20897,08:10:19.813,40552,39671,41070,40875,41535,1034,1950,936,1133,1117,1536,1563,1529,1501,1584,1599,42.0
20898,08:10:22.062,40620,39828,41113,40876,41573,1033,1948,936,1132,1117,1536,1564,1529,1501,1582,1602,42.0
20899,08:10:24.326,40434,39662,41215,40762,41499,1035,1947,936,1135,1117,1534,1563,1531,1503,1584,1601,42.0
20900,08:10:26.640,40563,39669,41114,40537,41518,1035,1949,936,1134,1118,1533,1563,1532,1502,1584,1601,42.0
20901,08:10:31.543,40530,39699,41044,40836,41677,1032,1951,934,1133,1116,1534,1562,1530,1502,1584,1600,42.0
20902,08:10:33.860,40484,39617,41232,40675,41605,1035,1950,935,1134,1118,1536,1561,1530,1503,1584,1602,42.0
20903,08:10:36.235,40397,39740,41143,40781,41606,1035,1950,935,1135,1115,1534,1563,1530,1501,1582,1600,42.0
20904,08:10:38.688,40492,39654,41175,40753,41759,1035,1948,936,1133,1117,1535,1562,1529,1503,1588,1601,42.0
20905,08:10:41.080,40592,39654,41285,40741,41595,1034,1949,937,1134,1117,1535,1561,1530,1502,1583,1602,42.0
20906,08:10:43.376,40496,39654,41244,40681,41590,1036,1950,934,1133,1118,1533,1565,1528,1502,1584,1602,42.0
20907,08:10:45.607,40348,39738,41103,40787,41619,1035,1949,934,1134,1115,1535,1561,1531,1499,1582,1601,42.0
20908,08:10:47.899,40484,39640,41179,40802,41479,1033,1948,934,1135,1116,1531,1563,1531,1504,1586,1603,42.0
20909,08:10:50.175,40460,39624,41246,40706,41578,1034,1949,936,1133,1118,1534,1561,1528,1501,1583,1599,42.0
20910,08:10:52.441,40466,39833,41172,40865,41623,1035,1950,935,1135,1114,1534,1562,1531,1502,1584,1599,42.0
20911,08:10:57.155,40658,39740,41111,40963,41539,1035,1949,935,1133,1116,1536,1563,1530,1504,1584,1598,42.0
20912,08:10:59.483,40189,39662,41164,40732,41558,1035,1951,933,1132,1117,1534,1564,1532,1500,1584,1602,42.0
20913,08:11:01.748,40481,39653,41220,40761,41721,1032,1951,937,1134,1116,1533,1563,1530,1499,1584,1599,42.0
20914,08:11:04.054,40408,39698,41207,40731,41380,1034,1949,935,1132,1115,1534,1562,1528,1501,1583,1598,42.0
20915,08:11:06.266,40531,39753,41182,40726,41633,1033,1947,937,1134,1114,1535,1560,1530,1500,1584,1600,42.0
20916,08:11:08.509,40403,39728,41430,40701,41581,1033,1948,935,1133,1116,1534,1560,1531,1501,1584,1599,42.0
20917,08:11:10.799,40562,39749,41252,40715,41610,1035,1948,934,1136,1115,1534,1561,1529,1499,1583,1602,42.0
20918,08:11:13.133,40440,39552,41207,40818,41649,1032,1950,935,1132,1118,1536,1564,1529,1501,1585,1601,42.0
20919,08:11:15.589,40515,39680,41122,40734,41653,1036,1948,936,1133,1116,1532,1563,1530,1504,1584,1601,42.0
20920,08:11:17.848,40373,39647,41334,40874,41788,1035,1950,934,1132,1116,1534,1563,1530,1503,1582,1601,42.0
20921,08:11:22.697,40464,39652,41120,40835,41624,1036,1949,933,1134,1112,1534,1560,1530,1502,1584,1601,42.0
20922,08:11:24.996,40609,39723,41190,40685,41579,1034,1950,937,1135,1114,1535,1562,1529,1500,1585,1600,42.0
20923,08:11:27.338,40417,39624,41346,40566,41704,1034,1950,935,1132,1114,1534,1561,1529,1503,1583,1602,42.0
20924,08:11:29.746,40463,39658,41221,40869,41564,1033,1947,935,1131,1115,1533,1562,1530,1499,1581,1602,42.0
20925,08:11:32.080,40498,39781,41230,40843,41628,1033,1950,935,1132,1116,1535,1562,1532,1500,1582,1600,42.0
20926,08:11:34.356,40497,39652,41156,40804,41630,1033,1948,934,1131,1115,1535,1565,1531,1498,1584,1602,42.0
20927,08:11:36.669,40613,39791,41145,40861,41544,1035,1949,934,1130,1115,1535,1563,1530,1502,1583,1602,42.0
20928,08:11:38.945,40563,39758,40989,40786,41618,1036,1947,934,1132,1116,1532,1563,1531,1499,1586,1601,42.0
20929,08:11:41.198,40285,39729,41236,40622,41673,1035,1948,935,1135,1117,1534,1563,1529,1503,1585,1603,42.0
20930,08:11:43.493,40412,39766,41173,40756,41670,1037,1950,935,1133,1116,1536,1563,1530,1503,1585,1601,42.0
20931,08:11:48.386,40467,39659,41194,40818,41569,1034,1948,936,1133,1116,1533,1560,1529,1504,1584,1600,42.0
20932,08:11:50.783,40494,39632,41079,40774,41659,1034,1950,935,1131,1116,1534,1562,1532,1503,1584,1600,42.0
20933,08:11:53.243,40527,39705,41131,40847,41702,1033,1947,936,1131,1116,1535,1565,1530,1503,1585,1599,42.0
20934,08:11:55.423,40234,39726,41288,40763,41650,1034,1948,936,1133,1119,1534,1562,1532,1502,1583,1600,42.0
20935,08:11:57.766,40490,39644,41076,40891,41532,1034,1949,934,1131,1115,1532,1564,1530,1503,1584,1601,42.0
20936,08:12:00.158,40427,39583,41362,40824,41685,1035,1949,934,1131,1113,1534,1564,1531,1505,1584,1599,42.0
20937,08:12:02.605,40448,39569,41201,40733,41574,1036,1949,935,1133,1115,1533,1562,1531,1502,1584,1599,42.0
20938,08:12:05.019,40560,39849,41206,40788,41650,1035,1950,936,1133,1116,1536,1563,1531,1501,1585,1600,42.0
20939,08:12:07.240,40482,39661,41067,40710,41484,1033,1950,937,1133,1116,1534,1562,1532,1501,1584,1600,42.0
20940,08:12:09.464,40493,39691,41222,40751,41673,1034,1950,935,1134,1113,1535,1563,1530,1501,1583,1601,42.0
20941,08:12:14.234,40404,39688,41248,40713,41653,1036,1950,936,1131,1117,1535,1561,1530,1502,1583,1601,42.0
20942,08:12:16.562,40562,39508,41091,40797,41532,1035,1948,936,1135,1115,1535,1564,1531,1501,1584,1603,42.0
20943,08:12:18.853,40475,39598,41210,40794,41499,1035,1948,936,1131,1114,1534,1564,1530,1502,1580,1601,42.0
20944,08:12:21.100,40466,39503,41082,40836,41709,1036,1951,935,1135,1116,1534,1564,1530,1501,1585,1602,42.0
20945,08:12:23.346,40586,39715,41202,40581,41613,1033,1949,934,1131,1117,1536,1563,1532,1502,1584,1602,42.0
20946,08:12:25.547,40376,39673,41319,40740,41496,1034,1949,935,1133,1115,1538,1562,1531,1500,1585,1602,42.0
20947,08:12:27.818,40484,39570,41160,40613,41581,1035,1951,934,1134,1118,1534,1561,1529,1502,1583,1600,42.0
20948,08:12:30.209,40557,39743,41219,40712,41613,1036,1951,936,1132,1114,1536,1563,1530,1503,1581,1600,42.0
20949,08:12:32.638,40436,39690,41109,40561,41567,1035,1951,935,1135,1116,1532,1563,1532,1499,1586,1599,42.0
20950,08:12:34.869,40469,39859,41120,40730,41580,1033,1948,935,1134,1119,1535,1562,1529,1503,1583,1600,42.0
20951,08:12:39.690,40481,39546,41140,40738,41523,1034,1950,935,1135,1119,1534,1563,1532,1502,1586,1598,42.0
20952,08:12:42.054,40558,39787,41155,40773,41593,1037,1949,934,1133,1114,1534,1564,1530,1500,1583,1600,42.0
20953,08:12:44.441,40436,39714,41371,40730,41679,1036,1949,934,1133,1115,1536,1561,1529,1502,1582,1603,42.0
20954,08:12:46.865,40365,39714,41273,40767,41597,1034,1949,936,1133,1118,1534,1561,1529,1501,1586,1601,42.0
20955,08:12:49.225,40573,39647,41102,40911,41602,1035,1951,935,1136,1114,1536,1560,1530,1503,1585,1602,42.0
20956,08:12:51.451,40484,39721,41045,40764,41499,1035,1950,935,1134,1116,1534,1564,1530,1502,1585,1598,42.0
20957,08:12:53.746,40496,39715,41104,40724,41475,1037,1948,936,1133,1114,1532,1561,1530,1501,1585,1599,42.0
20958,08:12:56.122,40401,39692,41258,40725,41690,1034,1950,935,1136,1115,1535,1561,1530,1501,1581,1601,42.0
20959,08:12:58.542,40468,39746,41181,40660,41576,1034,1949,936,1134,1115,1534,1560,1530,1502,1584,1601,42.0
20960,08:13:00.882,40263,39534,41205,40784,41495,1034,1948,935,1136,1116,1536,1564,1530,1501,1585,1600,42.0
20961,08:13:05.691,40384,39743,41276,40766,41583,1034,1950,936,1137,1116,1535,1565,1531,1504,1583,1601,42.0
20962,08:13:08.066,40468,39759,41221,40841,41487,1035,1947,935,1134,1116,1533,1564,1533,1501,1587,1600,42.0
20963,08:13:10.300,40504,39610,41093,40754,41637,1034,1949,935,1135,1117,1535,1562,1529,1501,1584,1602,42.0
20964,08:13:12.516,40581,39540,41196,40672,41677,1035,1949,935,1132,1117,1535,1563,1532,1503,1581,1599,42.0
20965,08:13:14.749,40503,39793,41243,40730,41714,1035,1948,935,1132,1115,1534,1561,1531,1505,1584,1601,42.0
20966,08:13:17.174,40489,39785,41138,40741,41631,1035,1950,934,1135,1117,1534,1562,1531,1501,1582,1602,42.0
20967,08:13:19.552,40442,39611,41152,40681,41599,1033,1951,933,1134,1117,1532,1563,1531,1502,1582,1598,42.0
20968,08:13:21.824,40388,39594,41148,40716,41655,1033,1950,936,1132,1114,1534,1562,1532,1499,1583,1600,42.0
20969,08:13:24.177,40501,39557,41254,40724,41565,1035,1949,935,1135,1117,1534,1562,1528,1501,1585,1600,42.0
20970,08:13:26.459,40392,39552,41263,40800,41524,1035,1948,933,1133,1117,1533,1563,1531,1503,1583,1599,42.0
20971,08:13:31.238,40368,39551,41039,40736,41565,1033,1948,936,1133,1117,1534,1563,1532,1501,1585,1601,42.0
20972,08:13:33.437,40452,39640,41209,40794,41556,1035,1948,935,1130,1115,1534,1563,1531,1501,1585,1600,42.0
20973,08:13:35.685,40465,39639,41225,40786,41606,1037,1950,936,1133,1116,1532,1561,1530,1502,1584,1597,42.0
20974,08:13:37.963,40604,39596,41456,40808,41508,1034,1949,936,1134,1114,1532,1563,1531,1499,1584,1599,42.0
20975,08:13:40.238,40521,39678,41144,40724,41568,1035,1949,936,1132,1114,1534,1563,1531,1499,1584,1600,42.0
20976,08:13:42.521,40591,39640,41205,40977,41618,1034,1951,937,1132,1117,1534,1563,1533,1503,1584,1599,42.0
20977,08:13:44.709,40481,39699,41317,40734,41639,1035,1951,937,1135,1116,1535,1561,1532,1504,1582,1600,42.0
20978,08:13:46.961,40445,39564,41129,40840,41796,1035,1950,936,1135,1118,1537,1563,1530,1499,1583,1600,42.0
